SeaTemp_mean,SeaTemp_min,SeaTemp_max,Temperature_mean,Temperature_min,Temperature_max,SeaPres_mean,WS_mean,WD_mean,class
20.42041667,20.4,20.5,23.93333333,21.3,26.8,1012.420833,2.875,168.75,1
20.52791667,20.5,20.6,22.72916667,21.9,25.1,1014.5,2.916666667,104.5833333,1
20.65708333,20.6,20.7,24.1625,21.7,27.2,1012.916667,1.658333333,211.25,1
20.79291667,20.7,20.87,24.67916667,23.2,27.2,1013.0625,1.9875,209.5833333,1
20.89958333,20.83,20.98,24.7375,23.4,27.3,1012.333333,2.325,206.6666667,1
20.98875,20.9,21,25,23,27.8,1010.1125,2.391666667,202.9166667,1
21.10083333,21,21.24,21.95833333,16.4,25.7,1011.9125,4.625,80.83333333,1
21.62875,21.3,21.8,17.42916667,16.3,18.5,1018.104167,8.266666667,27.5,1
21.51375,21.3,21.8,17.59583333,15.9,18.7,1020.829167,6.4875,32.08333333,1
21.05583333,20.9,21.2,19,18,19.9,1019.675,3.895833333,32.08333333,1
20.85083333,20.8,20.9,19.1875,18.9,19.5,1018.508333,3.841666667,25.83333333,1
20.66,20.6,20.8,19.79166667,19.1,21.1,1017.079167,5.225,28.33333333,1
20.53666667,20.5,20.6,19.775,18.2,21.3,1017.179167,5.45,27.08333333,1
20.38208333,20.3,20.5,21.2875,19.6,24.6,1017.2125,4.875,20.41666667,1
20.37333333,20.3,20.4,19.79166667,18.3,20.8,1017.245833,4.3375,21.25,1
20.37541667,20.3,20.4,20.89583333,18.6,23.4,1016.0375,5.379166667,27.08333333,1
20.39333333,20.32,20.4,22.29583333,19.9,25.5,1015.204167,3.975,27.91666667,1
20.47041667,20.4,20.51,23.55,20.9,27.4,1014.583333,1.066666667,200,1
20.60125,20.52,20.67,23.55,21.4,26.4,1012.45,1.445833333,176.25,1
20.70791667,20.66,20.78,24.57083333,23,27.6,1009.8875,1.775,213.3333333,1
20.81625,20.79,20.9,25.43333333,23.4,28.6,1010.145833,1.529166667,192.9166667,1
20.93541667,20.9,21,24.5875,23.4,26.1,1009.7625,3.2625,58.33333333,1
21.17416667,21,21.3,20.0625,18,22.1,1011.995833,6.229166667,50.83333333,1
21.47541667,21.3,21.6,21.32916667,18.5,24.6,1016.404167,3.866666667,25,1
21.64458333,21.6,21.7,23.32916667,19.4,27.8,1015.233333,1.016666667,168.3333333,1
21.7625,21.7,21.88,25.20416667,22.6,29,1012.545833,1.166666667,211.6666667,1
21.88583333,21.8,21.93,25.5125,23,29.2,1010.3625,1.9625,212.9166667,1
21.98916667,21.9,22.1,25.9,23.2,29.7,1009.954167,3.166666667,152.5,1
22.12083333,22.1,22.2,24.275,22.5,28.7,1010.85,2.016666667,119.1666667,1
22.28833333,22.2,22.4,22.55416667,21.4,24,1014.995833,5.158333333,25,1
22.49416667,22.4,22.6,23.5125,22,26.2,1016.7,4.166666667,19.58333333,1
22.6,22.6,22.6,24.01666667,22.1,27.1,1016.6125,3.9625,23.75,1
22.65375,22.6,22.7,23.35416667,22.5,25.1,1015.3375,5.325,24.16666667,1
22.74083333,22.7,22.8,22.76666667,21.8,24.9,1014.633333,4.208333333,22.08333333,1
22.8,22.8,22.8,24.35833333,22.2,26.8,1013.133333,1.716666667,183.75,1
22.8025,22.8,22.83,24.56666667,23.2,26.9,1013.245833,2.466666667,62.91666667,1
22.85375,22.8,22.9,24.07083333,22.4,26.3,1012.908333,2.158333333,115.4166667,1
22.9,22.9,22.9,24.4875,22.4,27.2,1012.4125,1.441666667,169.5833333,1
22.9,22.9,22.9,24.475,22.1,28.8,1011.354167,1.05,225.4166667,1
22.94416667,22.9,23,24.02916667,22.7,26.2,1007.916667,1.304166667,219.1666667,1
23.00458333,23,23.07,24.21666667,22.7,27.2,1007.245833,1.6125,275,1
23.08416667,23,23.1,24.94583333,21.3,28.8,1010.095833,2.545833333,113.75,1
23.12083333,23.1,23.2,24.87916667,22.4,28.7,1012.6875,1.833333333,231.6666667,1
23.2,23.2,23.2,24.74166667,22,28,1013.375,1.6125,209.1666667,1
23.2425,23.2,23.3,25.31666667,22.7,29.4,1013.366667,3.058333333,84.16666667,1
23.30166667,23.3,23.34,25.8375,23.8,28.7,1013.179167,2.495833333,289.1666667,1
23.37791667,23.3,23.4,25.47916667,23.2,28.5,1013.075,1.645833333,281.25,1
23.43875,23.4,23.5,25.49166667,23.6,28.3,1013.916667,4.295833333,37.5,1
23.5475,23.5,23.6,25.53333333,23,28.5,1013.4,2.75,45.83333333,1
23.63625,23.6,23.7,26.25833333,24.1,28.8,1012.475,2.108333333,175,1
23.78625,23.7,23.9,26.49583333,23.9,29.7,1010.270833,1.941666667,202.5,1
23.89041667,23.83,23.9,26.19583333,24.4,29.1,1009.3375,2.091666667,187.0833333,1
23.87208333,23.8,23.9,25.90833333,23.6,29.9,1009.225,1.8375,200.8333333,1
23.93666667,23.9,24,25.14583333,23.4,29.2,1010.683333,3.258333333,88.33333333,1
24.04375,24,24.15,23.4375,21.9,25.2,1010.075,3.15,82.08333333,1
24.1875,24.12,24.21,25.63333333,22.6,28.7,1007.9625,2.220833333,47.5,1
24.20666667,24.2,24.26,26.5625,24.7,29,1006.7625,1.254166667,165.4166667,1
24.21875,24.2,24.28,27.56666667,25.4,30.8,1006.1375,2.808333333,180.8333333,1
24.20208333,24.2,24.23,28.40833333,26.5,31.4,1005.25,3.420833333,192.5,1
24.20625,24.2,24.27,28.85,26.9,31.9,1006.65,3.6,189.5833333,1
24.2225,24.2,24.29,28.65416667,26.8,31.7,1008.958333,2.2125,211.25,1
24.24916667,24.2,24.3,29.0875,26.8,32.4,1009.05,2.095833333,209.1666667,1
24.27083333,24.2,24.3,28.7125,26.7,31.4,1008.891667,2.016666667,219.5833333,1
24.3,24.3,24.3,28.79166667,27,32.4,1009.429167,2.025,218.75,1
24.38625,24.3,24.48,28.33333333,26.1,30.7,1010.454167,1.175,210,1
24.55,24.5,24.62,28.8875,26.5,32.3,1009.754167,1.720833333,189.1666667,1
24.71416667,24.6,24.8,29.02916667,26.9,31.9,1007.35,2.591666667,195.4166667,1
24.845,24.8,24.9,29.14166667,26.9,32.1,1006.8875,2.729166667,198.3333333,1
24.9,24.9,24.9,28.95833333,27.2,31.7,1008.016667,2.195833333,218.3333333,1
24.93958333,24.9,25.05,26.58333333,25.3,28,1008.283333,1.7875,202.5,1
25.08166667,25,25.17,27.58333333,25.6,31.3,1006.708333,1.770833333,206.25,1
25.18666667,25.1,25.2,28.21666667,26.4,31.1,1006.979167,2,211.6666667,1
25.24083333,25.2,25.36,26.175,23.2,29.2,1007.379167,2.329166667,212.5,1
25.3025,25.3,25.36,26.72083333,25.1,28.1,1006.866667,2.6125,203.75,1
25.37875,25.3,25.4,25.29166667,24.5,25.9,1007.304167,1.795833333,160,1
25.44833333,25.4,25.5,26.45,24.7,28.8,1006.029167,2.341666667,161.25,1
25.5,25.5,25.5,27.15,25.7,28.7,1004.3625,4.1625,183.75,1
25.46166667,25.4,25.5,27.07083333,25.9,30,1005.35,3.075,195.4166667,1
25.40541667,25.4,25.48,27.8875,26,30,1006.604167,3.866666667,178.3333333,1
25.40041667,25.4,25.41,28.225,27,30.2,1006.558333,4.108333333,175.4166667,1
25.42125,25.4,25.5,27.125,25.5,29.1,1007.004167,2.741666667,192.9166667,1
25.46083333,25.4,25.5,27.1875,25.9,29.6,1007.741667,1.141666667,201.25,1
25.58208333,25.5,25.64,27.92083333,26.2,30.4,1008.1375,1.575,132.5,1
25.65,25.6,25.7,27.8625,26.1,30.3,1007.9375,1.420833333,161.25,1
25.63416667,25.6,25.69,28.35,26.1,31.6,1008.425,1.508333333,146.6666667,1
25.60166667,25.6,25.63,28.30833333,26.1,31.4,1008.458333,1.570833333,212.5,1
25.6,25.6,25.6,28.4375,25.6,31.6,1008.454167,0.85,227.5,1
25.6,25.6,25.6,29.26666667,26.2,33,1008.883333,1.2625,200.8333333,1
25.6,25.6,25.6,29.64166667,27.6,33,1009.525,3.979166667,180,1
25.6,25.6,25.6,28.95,27,32.3,1009.0125,2.570833333,208.3333333,1
25.6,25.6,25.6,29.34166667,27.2,32.4,1007.525,2.8375,202.9166667,1
25.6,25.6,25.6,28.16666667,26.7,31.6,1007.2625,3.229166667,189.5833333,1
25.60125,25.6,25.62,28.64166667,25.9,31.5,1007.904167,4.745833333,179.5833333,1
25.68625,25.6,25.7,29.26666667,27.3,32,1009.229167,5.008333333,186.25,1
25.705,25.7,25.78,29.32916667,27.1,32.8,1009.979167,2.7375,197.9166667,1
25.82708333,25.7,25.9,29.84166667,27.5,32.9,1010.045833,3.116666667,188.75,1
25.94375,25.9,26,29.82083333,27.2,33.3,1010.116667,3.258333333,184.1666667,1
26.02083333,26,26.1,30.08333333,27.8,33.4,1009.658333,2.733333333,190.4166667,1
26.07208333,26,26.1,30.0625,28,33.6,1009.695833,2.970833333,201.6666667,1
26.13125,26.1,26.2,30.325,27.8,33.8,1009.166667,2.895833333,194.5833333,1
26.22083333,26.2,26.3,30.42916667,28.4,33.5,1009.166667,3.408333333,190,1
26.27791667,26.2,26.32,29.9,28,33.3,1009.7125,2.195833333,205,1
26.3375,26.3,26.4,29.75416667,27.3,33.5,1009.7,1.5,229.1666667,1
26.4,26.4,26.4,29.46666667,26.9,33,1007.2875,1.775,235.4166667,1
26.44791667,26.4,26.5,29.7625,27.3,33.3,1004.729167,1.679166667,196.6666667,1
26.52083333,26.5,26.58,29.5125,26.9,33.3,1003.2625,1.845833333,225,1
26.59791667,26.57,26.6,29.62916667,27.5,32.4,1002.441667,1.679166667,212.9166667,1
26.6,26.6,26.6,29.43333333,27.3,32.7,1000.645833,1.416666667,232.9166667,1
26.65708333,26.6,26.7,29.58333333,27.4,33.3,999.4166667,2.1375,258.75,1
26.78333333,26.7,26.8,29.9125,28,33,1002.095833,2.583333333,199.5833333,1
26.83875,26.8,26.9,29.20416667,27.9,31.7,1005.5375,2.9375,202.5,1
26.89416746,26.82,26.956305,29.883441,27.790241,32.729767,1009.128956,2.733173554,180.9483263,1
27.00982621,26.925829,27.09,29.46120242,27.7,33.1,1009.166304,2.741896583,183.1917096,1
27.06791667,27,27.2,29.47083333,27.4,33.2,1009.579167,3,191.25,1
27.1075,27.1,27.17,29.49166667,27.4,32.7,1009.295833,2.358333333,214.1666667,1
27.1,27.1,27.1,28.94166667,26.9,32.1,1009.291667,2.6625,203.75,1
27.10166667,27.1,27.13,29.1625,27,32.5,1009.025,2.704166667,200.4166667,1
27.1425,27.1,27.2,29.32083333,27.1,32.8,1008.925,2.420833333,202.9166667,1
27.20125,27.2,27.22,29.5375,27.4,33,1010.1375,1.6625,223.75,1
27.21166667,27.2,27.26,29.3875,27.1,33,1011.204167,1.229166667,185,1
27.31166667,27.26,27.38,29.57916667,27.2,33.1,1011.141667,1.333333333,188.3333333,1
27.30166667,27.3,27.31,29.67916667,27.3,32.8,1010.625,1.266666667,207.5,1
27.3,27.3,27.3,30.35833333,28,33.8,1010.6625,1.416666667,231.6666667,1
27.3,27.3,27.3,29.9375,27.5,33.1,1010.566667,1.2125,245.4166667,1
27.31291667,27.3,27.38,29.90833333,27.5,33.4,1010.141667,1.583333333,277.9166667,1
27.35458333,27.3,27.4,29.40416667,27.6,32.7,1010,1.6875,269.5833333,1
27.36291667,27.3,27.4,29.65833333,26.7,33.9,1008.858333,1.104166667,205.8333333,1
27.43125,27.4,27.5,29.85,27.3,34.2,1007.1625,1.420833333,217.0833333,1
27.46791667,27.41,27.5,29.9,27.4,34,1006.6625,1.366666667,210,1
27.50291667,27.5,27.55,30.275,27.8,34,1007.116667,1.45,230.4166667,1
27.5625,27.5,27.68,29.8875,26.4,33.5,1007.004167,2.2125,162.0833333,1
27.71583333,27.62,27.8,30.52083333,28.4,33.7,1007.925,1.879166667,107.5,1
27.87375,27.8,27.9,30.44166667,28.1,34.1,1008.083333,1.979166667,169.1666667,1
27.91458333,27.9,28,29.6625,28,32.8,1002.541667,3.9875,174.5833333,1
27.92916667,27.9,28,29.375,27.8,33.4,996.1791667,3.579166667,188.3333333,1
27.97291667,27.9,28.02,27.85416667,26.6,29.5,998.25,2.875,201.25,1
28.00208333,28,28.05,27.20833333,24.9,30.4,1000.204167,2.9375,186.6666667,1
28.0075,27.9,28.1,26.74166667,25.1,28.2,999.8708333,4.458333333,194.1666667,1
27.97666667,27.86,28.01,27.05,26.2,28.3,999.1708333,4.520833333,205,1
27.895,27.8,27.9,27.32083333,26.5,28.6,1000.829167,1.9,229.1666667,1
27.85520833,27.8,27.9,26.03333333,24.4,27.1,1002.970833,4.370833333,167.5,1
27.76041667,27.7,27.8,26.29166667,25.1,27.7,1002.704167,6.308333333,160.4166667,1
27.49666667,27.4,27.7,28.55,26.6,31.5,1003.633333,3.920833333,118.3333333,1
27.19958333,27.1,27.4,28.76666667,26.9,31.9,999.7208333,2.979166667,95.41666667,1
27.07208333,27,27.1,26.70416667,25.1,28.1,987.325,8.416666667,210,1
26.925,26.9,27,26.70833333,24.4,28.5,998.3625,5.0125,206.25,1
26.79958333,26.7,26.9,27.2,25.9,28.9,1005.516667,5.320833333,178.75,1
26.70041667,26.7,26.71,26.39583333,24.9,28.8,1007.9625,4.4625,164.1666667,1
26.7,26.7,26.7,25.94583333,24,27.9,1008.954167,4.066666667,165.8333333,1
26.7,26.7,26.7,27.42916667,25.3,31.4,1009.883333,1.9875,187.0833333,1
26.66583333,26.6,26.7,27.4375,25.9,29.6,1010.658333,1.579166667,187.5,1
26.565,26.5,26.6,27.12083333,26.3,28.6,1007.954167,3.404166667,184.5833333,1
26.42416667,26.4,26.5,28.9125,26.2,32.5,1009.3875,2.5375,166.6666667,1
26.41083333,26.4,26.49,28.58333333,26.8,31,1011.341667,2.345833333,142.5,1
26.49958333,26.49,26.5,28.925,26.4,32.6,1010.9875,1.341666667,233.3333333,1
26.5875,26.5,26.65,28.63333333,26.1,32.5,1010.15,1.275,252.9166667,1
26.6475,26.6,26.7,28.3875,26.1,32.2,1008.695833,1.0125,160.8333333,1
26.77291667,26.7,26.84,28.46666667,26.2,31.9,1007.829167,1.370833333,209.5833333,1
26.86791667,26.8,26.9,28.525,26.3,32,1007.195833,1.1625,191.25,1
26.93666667,26.9,27,28.54166667,26.1,31.9,1007.541667,1.254166667,186.6666667,1
27.0625,27,27.1,28.2625,26.2,31.3,1008.045833,1.533333333,171.6666667,1
27.1,27.1,27.1,28.2875,26.7,31.3,1007.641667,1.708333333,207.5,1
27.1,27.1,27.1,27.6,25.4,30.1,1007.4375,1.629166667,136.25,1
27.195,27.1,27.3,27.03333333,24.6,29.8,1007.083333,3.3375,46.66666667,1
27.25041667,27.2,27.3,28.2125,26.7,30.9,1006.633333,3.645833333,25.83333333,1
27.2,27.2,27.2,28.1125,26.6,30.2,1006.633333,3.05,70,1
27.2,27.2,27.2,28.25416667,26.8,30.8,1007.1875,3.15,48.75,1
27.2,27.2,27.2,28.22083333,26.8,30.3,1008.4125,4.054166667,27.5,1
27.2,27.2,27.2,28.2,26.9,31.2,1008.179167,4.291666667,28.75,1
27.2,27.2,27.2,27.825,26.4,30.2,1007.575,4.875,27.91666667,1
27.19958333,27.19,27.2,27.54583333,26.4,29.8,1007.179167,4.529166667,22.5,1
27.19916667,27.19,27.2,27.0375,25.7,29.3,1005.8,2.433333333,197.0833333,1
27.15208333,27.1,27.2,27.72916667,25.3,30.9,1005.058333,2.158333333,189.1666667,1
27.11125,27.1,27.18,28.1625,26.7,30.8,1005.4625,4.204166667,67.08333333,1
27.19958333,27.19,27.2,27.375,25.1,29.5,1004.854167,6.333333333,33.33333333,1
27.17833333,27.1,27.2,26.37916667,23.8,29,997.4333333,5.470833333,271.25,1
27.08375,27.01,27.1,27.325,25.1,29.6,1001.0375,1.9125,228.75,1
27.00541667,27,27.06,27.55416667,26.4,29.9,1007.029167,3.7625,23.33333333,1
27.01583333,27,27.08,27.74166667,26,30.6,1006.825,4.541666667,81.25,1
27.06875,27,27.1,27.06666667,26.3,28.4,1003.641667,5.720833333,42.91666667,1
27.09583333,27.05,27.1,27.875,26.1,31.3,1003.8375,2.041666667,265,1
27.09958333,27.09,27.1,27.9,26.1,31.4,1007.7,1.175,238.3333333,1
27.18583333,27.1,27.2,27.725,26.1,30.5,1011.495833,2.579166667,127.9166667,1
27.21333333,27.2,27.28,27.44166667,26.3,30.1,1011.495833,4.216666667,27.5,1
27.27541667,27.2,27.3,27.94583333,26.5,30.7,1010.3625,3.425,160.4166667,1
27.21875,27.2,27.29,28.22083333,26.2,31,1010.670833,2.733333333,110.8333333,1
27.22583333,27.2,27.29,28.40833333,26.7,31.2,1009.095833,4.258333333,27.08333333,1
27.29625,27.21,27.3,28.18333333,27,30.6,1006.6875,4.979166667,30.83333333,1
27.355,27.3,27.4,28.21666667,27,30.7,1006.020833,3.120833333,32.91666667,1
27.40041667,27.4,27.41,28.26666667,26.5,31.5,1008.5125,1.870833333,197.9166667,1
27.4775,27.4,27.5,28.27916667,26.2,32.2,1010.270833,3.025,47.08333333,1
27.44583333,27.4,27.5,28.1625,26.8,30.4,1008.425,6.916666667,31.25,1
27.49958333,27.49,27.5,27.6625,26.9,28.9,1002.575,8.354166667,22.08333333,1
27.32291667,27.11,27.5,26.05833333,24.4,27.6,994.8541667,10.225,286.25,1
26.97333333,26.9,27.1,24.20833333,23.5,25.7,999.05,5.745833333,249.5833333,1
26.74416667,26.62,26.85,27.17916667,26,29.4,1006.370833,2.041666667,197.5,1
26.53958333,26.5,26.6,25.2375,24.4,26.8,1011.679167,5.491666667,33.33333333,1
26.47,26.4,26.5,25.62916667,24.3,28,1013.320833,6.166666667,32.5,1
26.39958333,26.39,26.4,25.58333333,24.5,27.9,1015.166667,5.7125,30,1
26.21958333,26.1,26.39,25.45833333,24.7,26.4,1016.395833,6.475,31.25,1
25.98875,25.9,26.1,25.65833333,24.6,28,1016.4125,7.241666667,30.83333333,1
25.81041667,25.7,25.9,25.09166667,24.4,27.4,1017.175,7.216666667,30.41666667,1
25.54791667,25.4,25.7,24.5125,23.8,26.3,1017.866667,7.4875,30.41666667,1
25.23291667,25.1,25.4,23.925,22.9,25.9,1017.679167,6.895833333,29.16666667,1
24.89583333,24.75,25.1,23.89166667,23,25.6,1016.725,6.654166667,29.16666667,1
24.6,24.5,24.7,23.875,22.7,26.4,1016.0625,6.320833333,29.16666667,1
24.43583333,24.4,24.5,23.78333333,22.4,26.1,1016.629167,6.041666667,27.91666667,1
24.22458333,24.1,24.4,23.4,22.2,25.9,1016.545833,8.491666667,30.41666667,1
23.93541667,23.8,24.1,23.97916667,22.1,26.7,1015.875,5.083333333,29.16666667,1
23.85791667,23.8,23.9,24.12916667,22.4,26.6,1015.383333,3.866666667,26.66666667,1
23.9,23.9,23.9,24.62083333,22.9,27.3,1015.245833,5.054166667,22.5,1
23.98791667,23.9,24.09,25.47916667,23.7,28.3,1015.083333,4.208333333,22.5,1
24.13041667,24.02,24.2,25.47083333,24.1,28.2,1014.145833,4.820833333,25.41666667,1
24.27666667,24.2,24.38,24.69583333,23.7,26.2,1012.329167,6.683333333,28.75,1
24.34208333,24.3,24.4,24.21666667,22.7,26.5,1012.429167,5.904166667,25.41666667,1
24.27458333,24.2,24.3,24.29583333,23.1,26.4,1012.858333,3.804166667,42.08333333,1
24.29791667,24.27,24.3,24.74583333,23.6,26.8,1013.745833,6.341666667,28.75,1
24.3,24.3,24.3,24.55,23.9,25.9,1015.770833,6.741666667,27.91666667,1
24.23333333,24.2,24.3,23.90416667,23.3,25.1,1016.208333,5.920833333,27.08333333,1
24.2,24.2,24.2,23.2875,21.9,25.5,1015.5,7.254166667,27.91666667,1
24.04333333,23.83,24.2,22.00833333,21.4,22.5,1015.35,8.475,30,1
23.60666667,23.5,23.8,22.60833333,21.7,24.4,1016.0875,7.85,30,1
23.3225,23.2,23.5,22.65,21.6,24.4,1015.629167,8.5875,30.83333333,1
23.09458333,23,23.2,22.13333333,21.6,22.5,1013.445833,8.275,28.33333333,1
22.84833333,22.73,23,22.1,21.2,23.3,1011.916667,8.558333333,29.58333333,1
22.65458333,22.6,22.79,22.29583333,21.4,23.3,1011.4875,7.55,28.75,1
